QUARTER,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,AIRPORT,DEST_CITY_NAME,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_GROUP,DEP_TIME_BLK,DISTANCE_GROUP,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
2,2,2019-04-09,WN,846,Malone,"Atlanta, GA",1655,1814.0,79.0,5.0,16,4,4.0,0.0,34.0,0.0,75.0
2,2,2019-04-09,WN,1577,Malone,"Atlanta, GA",2035,2051.0,16.0,1.0,20,4,0.0,0.0,19.0,0.0,16.0
2,2,2019-04-09,WN,350,Malone,"Nashville, TN",1625,1639.0,14.0,0.0,16,4,0.0,0.0,3.0,0.0,14.0
2,2,2019-04-09,WN,578,Malone,"Dallas, TX",2005,2023.0,18.0,1.0,20,6,7.0,0.0,23.0,0.0,11.0
2,2,2019-04-09,WN,966,Malone,"Dallas, TX",1740,1739.0,-1.0,-1.0,17,6,0.0,0.0,46.0,0.0,0.0
2,2,2019-04-09,WN,1327,Malone,"Denver, CO",1720,1715.0,-5.0,-1.0,17,7,0.0,0.0,16.0,0.0,0.0
2,2,2019-04-09,WN,4296,Malone,"Houston, TX",1655,1720.0,25.0,1.0,16,6,2.0,0.0,17.0,0.0,23.0
2,2,2019-04-09,WN,1037,Malone,"Chicago, IL",1605,1622.0,17.0,1.0,16,3,10.0,0.0,20.0,0.0,7.0
2,2,2019-04-09,WN,1967,Malone,"Chicago, IL",2055,2302.0,127.0,8.0,20,3,1.0,0.0,0.0,0.0,117.0
2,2,2019-04-09,WN,2151,Malone,"Chicago, IL",1850,1911.0,21.0,1.0,18,3,0.0,0.0,31.0,0.0,21.0
2,2,2019-04-09,WN,1377,Malone,"Milwaukee, WI",1925,1925.0,0.0,0.0,19,3,0.0,0.0,30.0,0.0,0.0
2,2,2019-04-09,WN,733,Malone,"St. Louis, MO",1755,1838.0,43.0,2.0,17,4,43.0,0.0,21.0,0.0,0.0
2,2,2019-04-23,WN,966,Malone,"Dallas, TX",1740,1755.0,15.0,1.0,17,6,1.0,0.0,19.0,0.0,14.0
2,2,2019-04-23,WN,1037,Malone,"Chicago, IL",1605,1625.0,20.0,1.0,16,3,1.0,0.0,4.0,0.0,19.0
2,2,2019-04-23,WN,2181,Malone,"Chicago, IL",1200,1308.0,68.0,4.0,12,3,0.0,0.0,0.0,0.0,56.0
2,2,2019-04-23,WN,1377,Malone,"Milwaukee, WI",1925,2156.0,151.0,10.0,19,3,0.0,0.0,0.0,0.0,136.0
2,2,2019-04-23,WN,2217,Malone,"Milwaukee, WI",1055,1218.0,83.0,5.0,10,3,15.0,0.0,0.0,0.0,48.0
2,2,2019-04-23,WN,711,Malone,"St. Louis, MO",1400,1449.0,49.0,3.0,14,4,7.0,0.0,0.0,0.0,41.0
2,2,2019-04-16,WN,204,Malone,"Atlanta, GA",1000,1008.0,8.0,0.0,10,4,8.0,0.0,16.0,0.0,0.0
2,2,2019-04-16,WN,846,Malone,"Atlanta, GA",1655,1740.0,45.0,3.0,16,4,45.0,0.0,24.0,0.0,0.0
2,2,2019-04-16,WN,578,Malone,"Dallas, TX",2005,2051.0,46.0,3.0,20,6,11.0,0.0,0.0,0.0,21.0
2,2,2019-04-16,WN,966,Malone,"Dallas, TX",1740,1749.0,9.0,0.0,17,6,9.0,0.0,20.0,0.0,0.0
2,2,2019-04-16,WN,2020,Malone,"Dallas, TX",1030,1028.0,-2.0,-1.0,10,6,0.0,0.0,20.0,0.0,0.0
2,2,2019-04-16,WN,2203,Malone,"Dallas, TX",1510,1525.0,15.0,1.0,15,6,15.0,0.0,12.0,0.0,0.0
2,2,2019-04-16,WN,1327,Malone,"Denver, CO",1720,1721.0,1.0,0.0,17,7,0.0,0.0,39.0,0.0,0.0
2,2,2019-04-16,WN,2048,Malone,"Houston, TX",1150,1206.0,16.0,1.0,11,6,16.0,0.0,19.0,0.0,0.0
2,2,2019-04-16,WN,681,Malone,"Kansas City, MO",1830,1841.0,11.0,0.0,18,5,0.0,0.0,4.0,0.0,11.0
2,2,2019-04-16,WN,1037,Malone,"Chicago, IL",1605,1615.0,10.0,0.0,16,3,8.0,0.0,10.0,0.0,2.0
2,2,2019-04-16,WN,1967,Malone,"Chicago, IL",2055,2233.0,98.0,6.0,20,3,3.0,0.0,0.0,0.0,76.0
2,2,2019-04-16,WN,2038,Malone,"Chicago, IL",1000,1007.0,7.0,0.0,10,3,7.0,0.0,23.0,0.0,0.0
2,2,2019-04-16,WN,2151,Malone,"Chicago, IL",1850,1854.0,4.0,0.0,18,3,0.0,0.0,21.0,0.0,0.0
2,2,2019-04-16,WN,1377,Malone,"Milwaukee, WI",1925,1934.0,9.0,0.0,19,3,0.0,0.0,9.0,0.0,9.0
2,2,2019-04-16,WN,2217,Malone,"Milwaukee, WI",1055,1100.0,5.0,0.0,10,3,0.0,0.0,30.0,0.0,0.0
2,2,2019-04-16,WN,733,Malone,"St. Louis, MO",1755,1752.0,-3.0,-1.0,17,4,0.0,0.0,28.0,0.0,0.0
2,4,2019-04-25,WN,1577,Malone,"Atlanta, GA",2035,2124.0,49.0,3.0,20,4,7.0,0.0,0.0,0.0,23.0
2,4,2019-04-25,WN,578,Malone,"Dallas, TX",2005,2151.0,106.0,7.0,20,6,7.0,0.0,0.0,0.0,82.0
2,4,2019-04-25,WN,2092,Malone,"Denver, CO",1350,1603.0,133.0,8.0,13,7,129.0,0.0,0.0,0.0,0.0
2,4,2019-04-25,WN,2048,Malone,"Houston, TX",1150,1223.0,33.0,2.0,11,6,11.0,0.0,1.0,0.0,22.0
2,4,2019-04-25,WN,2091,Malone,"Houston, TX",610,926.0,196.0,12.0,6,6,196.0,0.0,19.0,0.0,0.0
2,4,2019-04-25,WN,1037,Malone,"Chicago, IL",1605,1644.0,39.0,2.0,16,3,9.0,0.0,0.0,0.0,15.0
2,4,2019-04-25,WN,2038,Malone,"Chicago, IL",1000,1030.0,30.0,2.0,10,3,15.0,0.0,1.0,0.0,15.0
2,4,2019-04-25,WN,2181,Malone,"Chicago, IL",1200,1157.0,-3.0,-1.0,12,3,0.0,0.0,17.0,0.0,0.0
2,4,2019-04-25,WN,2217,Malone,"Milwaukee, WI",1055,1113.0,18.0,1.0,10,3,4.0,0.0,7.0,0.0,14.0
2,4,2019-04-25,WN,1295,Malone,"New Orleans, LA",1125,1136.0,11.0,0.0,11,5,11.0,0.0,53.0,0.0,0.0
2,1,2019-04-08,WN,204,Malone,"Atlanta, GA",1000,1000.0,0.0,0.0,10,4,0.0,0.0,18.0,0.0,0.0
2,1,2019-04-08,WN,1577,Malone,"Atlanta, GA",2035,2036.0,1.0,0.0,20,4,0.0,0.0,34.0,0.0,0.0
2,1,2019-04-08,WN,578,Malone,"Dallas, TX",2005,2010.0,5.0,0.0,20,6,0.0,0.0,22.0,0.0,0.0
2,1,2019-04-08,WN,2020,Malone,"Dallas, TX",1030,1029.0,-1.0,-1.0,10,6,0.0,0.0,17.0,0.0,0.0
2,1,2019-04-08,WN,2048,Malone,"Houston, TX",1150,1212.0,22.0,1.0,11,6,22.0,0.0,4.0,0.0,0.0
2,1,2019-04-08,WN,4296,Malone,"Houston, TX",1655,1904.0,129.0,8.0,16,6,5.0,0.0,0.0,0.0,112.0
2,1,2019-04-08,WN,1967,Malone,"Chicago, IL",2055,2103.0,8.0,0.0,20,3,1.0,0.0,22.0,0.0,7.0
2,1,2019-04-08,WN,2217,Malone,"Milwaukee, WI",1055,1119.0,24.0,1.0,10,3,11.0,0.0,0.0,0.0,12.0
2,1,2019-04-22,WN,846,Malone,"Atlanta, GA",1655,1757.0,62.0,4.0,16,4,7.0,0.0,0.0,0.0,34.0
2,1,2019-04-22,WN,1577,Malone,"Atlanta, GA",2035,2247.0,132.0,8.0,20,4,4.0,0.0,0.0,0.0,110.0
2,1,2019-04-22,WN,966,Malone,"Dallas, TX",1740,1815.0,35.0,2.0,17,6,0.0,0.0,0.0,0.0,29.0
2,1,2019-04-22,WN,1967,Malone,"Chicago, IL",2055,2129.0,34.0,2.0,20,3,0.0,0.0,1.0,0.0,34.0
2,1,2019-04-22,WN,2151,Malone,"Chicago, IL",1850,1930.0,40.0,2.0,18,3,0.0,0.0,0.0,0.0,27.0
2,1,2019-04-22,WN,1377,Malone,"Milwaukee, WI",1925,2221.0,176.0,11.0,19,3,5.0,0.0,16.0,0.0,171.0
2,1,2019-04-22,WN,2217,Malone,"Milwaukee, WI",1055,1126.0,31.0,2.0,10,3,4.0,0.0,0.0,0.0,26.0
2,1,2019-04-22,WN,733,Malone,"St. Louis, MO",1755,1835.0,40.0,2.0,17,4,0.0,0.0,0.0,0.0,20.0
2,4,2019-04-18,B6,676,JFK,"Worcester, MA",2245,19.0,94.0,6.0,6,1,75.0,0.0,0.0,0.0,0.0
2,4,2019-04-18,B6,711,JFK,"Las Vegas, NV",2152,2300.0,68.0,4.0,21,9,1.0,0.0,0.0,0.0,42.0
2,4,2019-04-18,B6,718,JFK,"Boston, MA",2259,7.0,68.0,4.0,6,1,4.0,0.0,0.0,0.0,57.0
2,4,2019-04-18,B6,719,JFK,"Atlanta, GA",1502,1518.0,16.0,1.0,15,4,16.0,0.0,45.0,0.0,0.0
2,4,2019-04-18,B6,745,JFK,"Ponce, PR",2155,2301.0,66.0,4.0,21,7,8.0,0.0,0.0,0.0,23.0
2,4,2019-04-18,B6,761,Malone,"West Palm Beach/Palm Beach, FL",1600,1635.0,35.0,2.0,16,5,8.0,0.0,0.0,0.0,15.0
2,4,2019-04-18,B6,795,JFK,"Austin, TX",902,857.0,-5.0,-1.0,9,7,0.0,0.0,56.0,0.0,0.0
2,4,2019-04-18,B6,839,JFK,"Aguadilla, PR",2359,126.0,87.0,5.0,23,7,1.0,0.0,0.0,0.0,66.0
2,4,2019-04-18,B6,918,JFK,"Boston, MA",1844,2001.0,77.0,5.0,18,1,0.0,0.0,146.0,0.0,0.0
2,4,2019-04-18,B6,1161,Malone,"West Palm Beach/Palm Beach, FL",1312,1507.0,115.0,7.0,13,5,16.0,0.0,0.0,0.0,76.0
2,4,2019-04-18,B6,1183,JFK,"Orlando, FL",1429,1502.0,33.0,2.0,14,4,18.0,0.0,0.0,0.0,0.0
2,4,2019-04-18,B6,1201,JFK,"Fort Lauderdale, FL",1838,1835.0,-3.0,-1.0,18,5,0.0,0.0,15.0,0.0,0.0
2,4,2019-04-18,B6,1205,JFK,"Portland, OR",2120,2337.0,137.0,9.0,21,10,1.0,0.0,0.0,0.0,96.0
2,4,2019-04-18,B6,1232,Malone,"Boston, MA",1735,1905.0,90.0,6.0,17,1,0.0,0.0,69.0,0.0,29.0
2,4,2019-04-18,B6,1271,Malone,"Fort Lauderdale, FL",1937,2359.0,262.0,12.0,19,5,28.0,0.0,0.0,0.0,221.0
2,4,2019-04-18,B6,1332,Malone,"Boston, MA",1930,2020.0,50.0,3.0,19,1,0.0,0.0,70.0,0.0,0.0
2,4,2019-04-18,B6,1371,Malone,"Fort Lauderdale, FL",2144,2212.0,28.0,1.0,21,5,12.0,0.0,0.0,0.0,6.0
2,4,2019-04-18,B6,1401,JFK,"Fort Lauderdale, FL",1533,1559.0,26.0,1.0,15,5,5.0,0.0,0.0,0.0,14.0
2,4,2019-04-18,B6,1503,JFK,"San Juan, PR",2350,131.0,101.0,6.0,23,7,11.0,0.0,0.0,0.0,68.0
2,4,2019-04-18,B6,1623,JFK,"Los Angeles, CA",1900,1933.0,33.0,2.0,19,10,31.0,0.0,0.0,0.0,0.0
2,4,2019-04-18,B6,1677,JFK,"Jacksonville, FL",2030,2131.0,61.0,4.0,20,4,21.0,0.0,0.0,0.0,28.0
2,4,2019-04-18,B6,1715,JFK,"San Francisco, CA",2140,2230.0,50.0,3.0,21,11,2.0,0.0,0.0,0.0,29.0
2,4,2019-04-18,B6,2002,JFK,"Buffalo, NY",2245,2349.0,64.0,4.0,6,2,6.0,0.0,0.0,0.0,44.0
2,4,2019-04-18,B6,2501,JFK,"Fort Lauderdale, FL",2044,2148.0,64.0,4.0,20,5,4.0,0.0,0.0,0.0,53.0
2,5,2019-04-19,B6,3,JFK,"San Juan, PR",1541,1743.0,122.0,8.0,15,7,36.0,0.0,0.0,0.0,40.0
2,5,2019-04-19,B6,63,JFK,"Seattle, WA",822,822.0,0.0,0.0,8,10,0.0,0.0,34.0,0.0,0.0
2,5,2019-04-19,B6,118,JFK,"Boston, MA",1334,1511.0,97.0,6.0,13,1,0.0,0.0,91.0,0.0,0.0
2,5,2019-04-19,B6,163,JFK,"Sarasota/Bradenton, FL",717,802.0,45.0,3.0,7,5,0.0,0.0,0.0,0.0,19.0
2,5,2019-04-19,B6,201,JFK,"Fort Lauderdale, FL",1404,1620.0,136.0,9.0,14,5,0.0,136.0,25.0,0.0,0.0
2,5,2019-04-19,B6,225,JFK,"Tampa, FL",2045,2138.0,53.0,3.0,20,5,0.0,0.0,63.0,0.0,0.0
2,5,2019-04-19,B6,263,JFK,"Seattle, WA",1718,1809.0,51.0,3.0,17,10,12.0,0.0,0.0,0.0,25.0
2,5,2019-04-19,B6,283,JFK,"Orlando, FL",1741,25.0,404.0,12.0,17,4,18.0,0.0,31.0,0.0,386.0
2,5,2019-04-19,B6,289,JFK,"Orlando, FL",912,920.0,8.0,0.0,9,4,0.0,0.0,20.0,0.0,0.0
2,5,2019-04-19,B6,299,Malone,"Orlando, FL",1629,1740.0,71.0,4.0,16,4,22.0,0.0,30.0,0.0,49.0
2,5,2019-04-19,B6,301,JFK,"Fort Lauderdale, FL",1728,2019.0,171.0,11.0,17,5,54.0,0.0,64.0,0.0,117.0
2,5,2019-04-19,B6,325,JFK,"Tampa, FL",1351,1419.0,28.0,1.0,13,5,0.0,0.0,96.0,0.0,13.0
2,5,2019-04-19,B6,329,JFK,"Fort Myers, FL",956,1034.0,38.0,2.0,9,5,0.0,0.0,64.0,0.0,0.0
2,5,2019-04-19,B6,518,JFK,"Boston, MA",900,857.0,-3.0,-1.0,9,1,0.0,0.0,17.0,0.0,0.0
2,1,2019-04-01,B6,15,JFK,"San Francisco, CA",644,904.0,140.0,9.0,6,11,140.0,0.0,15.0,0.0,0.0
2,1,2019-04-01,B6,34,JFK,"Burlington, VT",1150,1257.0,67.0,4.0,11,2,17.0,0.0,0.0,0.0,39.0
2,1,2019-04-01,B6,53,JFK,"West Palm Beach/Palm Beach, FL",711,826.0,75.0,5.0,7,5,70.0,0.0,0.0,0.0,0.0
2,1,2019-04-01,B6,63,JFK,"Seattle, WA",822,856.0,34.0,2.0,8,10,34.0,0.0,8.0,0.0,0.0
2,1,2019-04-01,B6,81,JFK,"Reno, NV",1842,2059.0,137.0,9.0,18,10,20.0,0.0,0.0,0.0,94.0
2,1,2019-04-01,B6,116,JFK,"Syracuse, NY",744,933.0,109.0,7.0,7,1,33.0,0.0,0.0,0.0,63.0
2,1,2019-04-01,B6,118,JFK,"Boston, MA",1334,1509.0,95.0,6.0,13,1,80.0,0.0,0.0,0.0,6.0
2,1,2019-04-01,B6,123,JFK,"Los Angeles, CA",700,1040.0,220.0,12.0,7,10,181.0,0.0,0.0,0.0,0.0
2,1,2019-04-01,B6,163,JFK,"Sarasota/Bradenton, FL",727,828.0,61.0,4.0,7,5,53.0,0.0,0.0,0.0,0.0
2,1,2019-04-01,B6,189,JFK,"San Diego, CA",757,900.0,63.0,4.0,7,10,35.0,0.0,0.0,0.0,0.0
2,1,2019-04-01,B6,199,Malone,"Orlando, FL",945,1009.0,24.0,1.0,9,4,21.0,0.0,0.0,0.0,0.0
2,1,2019-04-01,B6,219,JFK,"Charlotte, NC",722,839.0,77.0,5.0,7,3,75.0,0.0,0.0,0.0,0.0
2,1,2019-04-01,B6,223,JFK,"Los Angeles, CA",825,1042.0,137.0,9.0,8,10,92.0,0.0,0.0,0.0,0.0
2,1,2019-04-01,B6,225,JFK,"Tampa, FL",2043,2154.0,71.0,4.0,20,5,4.0,0.0,0.0,0.0,56.0
2,1,2019-04-01,B6,283,JFK,"Orlando, FL",1741,1928.0,107.0,7.0,17,4,89.0,0.0,0.0,0.0,0.0
2,1,2019-04-01,B6,286,JFK,"Rochester, NY",746,813.0,27.0,1.0,7,2,27.0,0.0,0.0,0.0,0.0
2,1,2019-04-01,B6,289,JFK,"Orlando, FL",914,1003.0,49.0,3.0,9,4,2.0,0.0,2.0,0.0,47.0
2,1,2019-04-01,B6,299,Malone,"Orlando, FL",1629,1940.0,191.0,12.0,16,4,178.0,0.0,15.0,0.0,13.0
2,1,2019-04-01,B6,403,JFK,"San Juan, PR",914,1016.0,62.0,4.0,9,7,44.0,0.0,0.0,0.0,0.0
2,1,2019-04-01,B6,415,JFK,"San Francisco, CA",930,1028.0,58.0,3.0,9,11,51.0,0.0,0.0,0.0,0.0
2,1,2019-04-01,B6,429,JFK,"Fort Myers, FL",2105,2159.0,54.0,3.0,21,5,47.0,0.0,0.0,0.0,0.0
2,1,2019-04-01,B6,461,Malone,"West Palm Beach/Palm Beach, FL",730,853.0,83.0,5.0,7,5,83.0,0.0,9.0,0.0,0.0
2,1,2019-04-01,B6,477,JFK,"Jacksonville, FL",1629,1712.0,43.0,2.0,16,4,0.0,0.0,0.0,6.0,14.0
2,1,2019-04-01,B6,499,Malone,"Orlando, FL",2115,2248.0,93.0,6.0,21,4,0.0,0.0,11.0,0.0,93.0
2,1,2019-04-01,B6,518,JFK,"Boston, MA",859,1127.0,148.0,9.0,8,1,40.0,0.0,0.0,0.0,84.0
2,1,2019-04-01,B6,519,JFK,"Atlanta, GA",723,833.0,70.0,4.0,7,4,65.0,0.0,0.0,0.0,0.0
2,1,2019-04-01,B6,525,JFK,"Tampa, FL",741,802.0,21.0,1.0,7,5,17.0,0.0,0.0,0.0,0.0
2,1,2019-04-01,B6,553,JFK,"West Palm Beach/Palm Beach, FL",1924,2033.0,69.0,4.0,19,5,0.0,0.0,0.0,0.0,31.0
2,1,2019-04-01,B6,575,JFK,"New Orleans, LA",1330,1404.0,34.0,2.0,13,5,7.0,0.0,0.0,0.0,25.0
2,1,2019-04-01,B6,581,JFK,"Houston, TX",1453,1540.0,47.0,3.0,14,6,3.0,0.0,0.0,0.0,17.0
2,1,2019-04-01,B6,586,JFK,"Rochester, NY",1243,1316.0,33.0,2.0,12,2,25.0,0.0,0.0,0.0,0.0
2,1,2019-04-01,B6,615,JFK,"San Francisco, CA",1052,1051.0,-1.0,-1.0,10,11,0.0,0.0,39.0,0.0,0.0
2,1,2019-04-01,B6,675,JFK,"New Orleans, LA",742,836.0,54.0,3.0,7,5,46.0,0.0,0.0,0.0,0.0
2,1,2019-04-01,B6,677,JFK,"Jacksonville, FL",816,903.0,47.0,3.0,8,4,43.0,0.0,0.0,0.0,0.0
2,1,2019-04-01,B6,702,JFK,"Buffalo, NY",1104,1215.0,71.0,4.0,11,2,8.0,0.0,0.0,0.0,63.0
2,1,2019-04-01,B6,711,JFK,"Las Vegas, NV",2152,35.0,163.0,10.0,21,9,5.0,0.0,0.0,0.0,124.0
2,1,2019-04-01,B6,718,JFK,"Boston, MA",2259,2326.0,27.0,1.0,6,1,13.0,0.0,0.0,0.0,6.0
2,1,2019-04-01,B6,732,Malone,"Boston, MA",1045,1200.0,75.0,5.0,10,1,15.0,0.0,1.0,0.0,60.0
2,1,2019-04-01,B6,761,Malone,"West Palm Beach/Palm Beach, FL",1600,1706.0,66.0,4.0,16,5,6.0,0.0,26.0,0.0,60.0
2,1,2019-04-01,B6,789,JFK,"Orlando, FL",1030,1200.0,90.0,6.0,10,4,0.0,0.0,20.0,0.0,90.0
2,1,2019-04-01,B6,795,JFK,"Austin, TX",905,1005.0,60.0,4.0,9,7,39.0,0.0,0.0,0.0,0.0
2,1,2019-04-01,B6,803,JFK,"San Juan, PR",1115,1151.0,36.0,2.0,11,7,21.0,0.0,0.0,0.0,6.0
2,1,2019-04-01,B6,832,Malone,"Boston, MA",1330,1446.0,76.0,5.0,13,1,10.0,0.0,16.0,0.0,66.0
2,1,2019-04-01,B6,841,JFK,"Savannah, GA",845,955.0,70.0,4.0,8,3,45.0,0.0,0.0,0.0,20.0
2,1,2019-04-01,B6,871,JFK,"Salt Lake City, UT",837,931.0,54.0,3.0,8,8,30.0,0.0,0.0,0.0,0.0
2,1,2019-04-01,B6,885,JFK,"Raleigh/Durham, NC",729,915.0,106.0,7.0,7,2,6.0,0.0,0.0,0.0,85.0
2,1,2019-04-01,B6,918,JFK,"Boston, MA",1844,2008.0,84.0,5.0,18,1,65.0,0.0,0.0,0.0,0.0
2,1,2019-04-01,B6,971,Malone,"Fort Lauderdale, FL",952,1036.0,44.0,2.0,9,5,28.0,0.0,0.0,0.0,0.0
2,1,2019-04-01,B6,1041,JFK,"Savannah, GA",1429,1623.0,114.0,7.0,14,3,6.0,0.0,0.0,0.0,100.0
2,1,2019-04-01,B6,1099,Malone,"Orlando, FL",700,837.0,97.0,6.0,7,4,97.0,0.0,6.0,0.0,0.0
2,1,2019-04-01,B6,1105,JFK,"Chicago, IL",705,735.0,30.0,2.0,7,3,30.0,0.0,1.0,0.0,0.0
2,1,2019-04-01,B6,1161,Malone,"West Palm Beach/Palm Beach, FL",1312,1457.0,105.0,7.0,13,5,14.0,0.0,45.0,0.0,91.0
2,1,2019-04-01,B6,1171,Malone,"Fort Lauderdale, FL",1440,1611.0,91.0,6.0,14,5,22.0,0.0,20.0,0.0,69.0
2,1,2019-04-01,B6,1201,JFK,"Fort Lauderdale, FL",1838,1937.0,59.0,3.0,18,5,0.0,0.0,0.0,0.0,54.0
2,1,2019-04-01,B6,1218,JFK,"Boston, MA",1511,1606.0,55.0,3.0,15,1,8.0,0.0,0.0,0.0,31.0
2,1,2019-04-01,B6,1232,Malone,"Boston, MA",1735,1850.0,75.0,5.0,17,1,10.0,0.0,10.0,0.0,65.0
2,1,2019-04-01,B6,1271,Malone,"Fort Lauderdale, FL",1937,2223.0,166.0,11.0,19,5,16.0,0.0,6.0,0.0,150.0
2,1,2019-04-01,B6,1273,JFK,"Charleston, SC",645,836.0,111.0,7.0,6,3,111.0,0.0,13.0,0.0,0.0
2,1,2019-04-01,B6,1332,Malone,"Boston, MA",1930,2047.0,77.0,5.0,19,1,0.0,0.0,0.0,0.0,76.0
2,1,2019-04-01,B6,1371,Malone,"Fort Lauderdale, FL",2151,2320.0,89.0,5.0,21,5,2.0,0.0,2.0,0.0,87.0
2,1,2019-04-01,B6,1373,JFK,"Charleston, SC",1437,1508.0,31.0,2.0,14,3,12.0,0.0,0.0,0.0,12.0
2,1,2019-04-01,B6,1403,JFK,"San Juan, PR",540,617.0,37.0,2.0,5,7,37.0,0.0,9.0,0.0,0.0
2,1,2019-04-01,B6,1432,Malone,"Boston, MA",630,825.0,115.0,7.0,6,1,102.0,0.0,0.0,0.0,0.0
2,1,2019-04-01,B6,1634,JFK,"Burlington, VT",740,832.0,52.0,3.0,7,2,11.0,0.0,0.0,0.0,30.0
2,1,2019-04-01,B6,1701,JFK,"Fort Lauderdale, FL",844,935.0,51.0,3.0,8,5,0.0,0.0,0.0,0.0,36.0
2,1,2019-04-01,B6,1723,JFK,"Los Angeles, CA",2128,2350.0,142.0,9.0,21,10,109.0,0.0,0.0,0.0,0.0
2,1,2019-04-01,B6,1729,JFK,"Fort Myers, FL",1213,1211.0,-2.0,-1.0,12,5,0.0,0.0,29.0,0.0,0.0
2,1,2019-04-01,B6,1823,JFK,"Los Angeles, CA",2244,2348.0,64.0,4.0,6,10,3.0,0.0,0.0,0.0,26.0
2,1,2019-04-01,B6,2153,JFK,"West Palm Beach/Palm Beach, FL",1459,1530.0,31.0,2.0,14,5,6.0,0.0,0.0,0.0,16.0
2,1,2019-04-01,B6,2359,JFK,"Burbank, CA",1000,1056.0,56.0,3.0,10,10,27.0,0.0,0.0,0.0,0.0
2,1,2019-04-01,B6,2402,JFK,"Buffalo, NY",1450,1538.0,48.0,3.0,14,2,10.0,0.0,0.0,0.0,23.0
2,1,2019-04-01,B6,2501,JFK,"Fort Lauderdale, FL",2044,2109.0,25.0,1.0,20,5,25.0,0.0,8.0,0.0,0.0
2,1,2019-04-01,B6,2516,JFK,"Syracuse, NY",1300,1401.0,61.0,4.0,13,1,0.0,0.0,0.0,0.0,54.0
2,1,2019-04-01,B6,2525,JFK,"Tampa, FL",559,603.0,4.0,0.0,5,5,4.0,0.0,14.0,0.0,0.0
2,1,2019-04-01,B6,2802,JFK,"Buffalo, NY",630,823.0,113.0,7.0,6,2,113.0,0.0,0.0,0.0,0.0
2,1,2019-04-01,B6,2883,JFK,"Orlando, FL",712,910.0,118.0,7.0,7,4,116.0,0.0,0.0,0.0,0.0
2,2,2019-04-02,B6,118,JFK,"Boston, MA",1334,1337.0,3.0,0.0,13,1,3.0,0.0,13.0,0.0,0.0
2,2,2019-04-02,B6,289,JFK,"Orlando, FL",914,946.0,32.0,2.0,9,4,0.0,0.0,0.0,0.0,16.0
2,2,2019-04-02,B6,525,JFK,"Tampa, FL",741,819.0,38.0,2.0,7,5,31.0,0.0,0.0,0.0,0.0
2,2,2019-04-02,B6,615,JFK,"San Francisco, CA",1052,1136.0,44.0,2.0,10,11,0.0,0.0,35.0,0.0,0.0
2,2,2019-04-02,B6,789,JFK,"Orlando, FL",1030,1026.0,-4.0,-1.0,10,4,0.0,0.0,24.0,0.0,0.0
2,2,2019-04-02,B6,803,JFK,"San Juan, PR",1115,1124.0,9.0,0.0,11,7,3.0,0.0,31.0,0.0,6.0
2,2,2019-04-02,B6,915,JFK,"San Francisco, CA",1545,1653.0,68.0,4.0,15,11,0.0,0.0,56.0,0.0,0.0
2,2,2019-04-02,B6,1161,Malone,"West Palm Beach/Palm Beach, FL",1312,1301.0,-11.0,-1.0,13,5,0.0,0.0,18.0,0.0,0.0
2,2,2019-04-02,B6,1171,Malone,"Fort Lauderdale, FL",1440,1512.0,32.0,2.0,14,5,32.0,0.0,7.0,0.0,0.0
2,2,2019-04-02,B6,1205,JFK,"Portland, OR",2120,2152.0,32.0,2.0,21,10,32.0,0.0,4.0,0.0,0.0
2,2,2019-04-02,B6,1371,Malone,"Fort Lauderdale, FL",2151,2256.0,65.0,4.0,21,5,1.0,0.0,0.0,0.0,53.0
2,2,2019-04-02,B6,1634,JFK,"Burlington, VT",740,818.0,38.0,2.0,7,2,23.0,0.0,0.0,0.0,0.0
2,3,2019-04-03,B6,102,JFK,"Buffalo, NY",1845,2142.0,177.0,11.0,18,2,43.0,0.0,0.0,0.0,117.0
2,3,2019-04-03,B6,105,JFK,"Chicago, IL",1547,1614.0,27.0,1.0,15,3,27.0,0.0,30.0,0.0,0.0
2,3,2019-04-03,B6,234,JFK,"Burlington, VT",2244,2323.0,39.0,2.0,6,2,1.0,0.0,0.0,0.0,30.0
2,3,2019-04-03,B6,263,JFK,"Seattle, WA",1714,1730.0,16.0,1.0,17,10,0.0,0.0,37.0,0.0,0.0
2,3,2019-04-03,B6,283,JFK,"Orlando, FL",1741,1753.0,12.0,0.0,17,4,0.0,0.0,10.0,0.0,12.0
2,3,2019-04-03,B6,299,Malone,"Orlando, FL",1629,1705.0,36.0,2.0,16,4,11.0,0.0,33.0,0.0,25.0
2,3,2019-04-03,B6,359,JFK,"Burbank, CA",1653,1650.0,-3.0,-1.0,16,10,0.0,0.0,26.0,0.0,0.0
2,3,2019-04-03,B6,477,JFK,"Jacksonville, FL",1629,1703.0,34.0,2.0,16,4,0.0,0.0,39.0,5.0,29.0
2,3,2019-04-03,B6,499,Malone,"Orlando, FL",2115,2258.0,103.0,6.0,21,4,8.0,0.0,0.0,0.0,78.0
